source_locus_tag	target_locus_tag	weight	association	target_organism	target_gene	source_organism	source_gene	cross_species	source_organism_name	target_organism_name	source_gene_product	target_gene_product
Ga0081607_122016	Ga0081607_11332	0.02925	positive	Ga0081607	11332	Ga0081607	122016	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgB	hypothetical protein
Ga0081629_11365	Ga0081629_12128	0.02914	positive	Ga0081629	12128	Ga0081629	11365	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	pilus assembly protein Flp/PilA	hypothetical protein
Ga0081629_12128	Ga0081629_11365	0.02914	positive	Ga0081629	11365	Ga0081629	12128	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	pilus assembly protein Flp/PilA
Ga0081629_10632	Ga0081629_10915	0.0291	positive	Ga0081629	10915	Ga0081629	10632	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	DNA-binding protein HU-beta
Ga0081629_10915	Ga0081629_10632	0.0291	positive	Ga0081629	10632	Ga0081629	10915	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	DNA-binding protein HU-beta	hypothetical protein
Ga0081629_122127	Ga0081607_12606	0.02903	positive	Ga0081607	12606	Ga0081629	122127	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L35P	Na+-transporting NADH:ubiquinone oxidoreductase subunit D
Ga0081607_122012	Ga0081607_11332	0.02901	positive	Ga0081607	11332	Ga0081607	122012	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgF	hypothetical protein
Ga0081607_11332	Ga0081607_122012	0.02901	positive	Ga0081607	122012	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar basal-body rod protein FlgF
Ga0081629_122127	Ga0081607_113621	0.02899	positive	Ga0081607	113621	Ga0081629	122127	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L35P	flagellar hook-length control protein
Ga0081607_11331	Ga0081607_122012	0.02897	positive	Ga0081607	122012	Ga0081607	11331	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar basal-body rod protein FlgF
Ga0081607_122012	Ga0081607_11331	0.02897	positive	Ga0081607	11331	Ga0081607	122012	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgF	hypothetical protein
Ga0081607_125810	Ga0081607_12589	0.02887	positive	Ga0081607	12589	Ga0081607	125810	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Protein of unknown function (DUF4242)	hypothetical protein
Ga0081607_12589	Ga0081607_125810	0.02887	positive	Ga0081607	125810	Ga0081607	12589	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Protein of unknown function (DUF4242)
Ga0081607_10701	Ga0081607_10524	-0.02885	negative	Ga0081607	10524	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10524	Ga0081607_10701	-0.02885	negative	Ga0081607	10701	Ga0081607	10524	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11846	Ga0081607_107612	0.02883	positive	Ga0081607	107612	Ga0081607	11846	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	microcystin-dependent protein	hypothetical protein
Ga0081607_107612	Ga0081607_11846	0.02883	positive	Ga0081607	11846	Ga0081607	107612	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	microcystin-dependent protein
Ga0081629_12128	Ga0081629_109314	0.0288	positive	Ga0081629	109314	Ga0081629	12128	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	prepilin-type N-terminal cleavage/methylation domain-containing protein
Ga0081629_109314	Ga0081629_12128	0.0288	positive	Ga0081629	12128	Ga0081629	109314	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	prepilin-type N-terminal cleavage/methylation domain-containing protein	hypothetical protein
Ga0081607_11846	Ga0081607_113410	0.02876	positive	Ga0081607	113410	Ga0081607	11846	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	microcystin-dependent protein	hypothetical protein
Ga0081607_113410	Ga0081607_11846	0.02876	positive	Ga0081607	11846	Ga0081607	113410	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	microcystin-dependent protein
Ga0081607_11235	Ga0081607_10701	0.02875	positive	Ga0081607	10701	Ga0081607	11235	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cold-shock DNA-binding protein family	hypothetical protein
Ga0081607_10701	Ga0081607_11235	0.02875	positive	Ga0081607	11235	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	cold-shock DNA-binding protein family
Ga0081607_10311	Ga0081607_11846	0.02865	positive	Ga0081607	11846	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	microcystin-dependent protein
Ga0081607_11846	Ga0081607_10311	0.02865	positive	Ga0081607	10311	Ga0081607	11846	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	microcystin-dependent protein	hypothetical protein
Ga0081629_116111	Ga0081629_11135	0.02854	positive	Ga0081629	11135	Ga0081629	116111	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	cytochrome c	hypothetical protein
Ga0081629_11135	Ga0081629_116111	0.02854	positive	Ga0081629	116111	Ga0081629	11135	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	cytochrome c
Ga0081607_107610	Ga0081607_11358	0.02852	positive	Ga0081607	11358	Ga0081607	107610	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	pyruvate kinase
Ga0081607_11358	Ga0081607_107610	0.02852	positive	Ga0081607	107610	Ga0081607	11358	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	pyruvate kinase	hypothetical protein
Ga0081607_11637	Ga0081607_120732	0.02849	positive	Ga0081607	120732	Ga0081607	11637	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_120732	Ga0081607_11637	0.02849	positive	Ga0081607	11637	Ga0081607	120732	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11368	Ga0081607_10303	0.02846	positive	Ga0081607	10303	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_12161	Ga0081607_108666	0.02843	positive	Ga0081607	108666	Ga0081607	12161	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Protein of unknown function (DUF938)
Ga0081607_108666	Ga0081607_12161	0.02843	positive	Ga0081607	12161	Ga0081607	108666	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Protein of unknown function (DUF938)	hypothetical protein
Ga0081607_107940	Ga0081607_108213	0.02838	positive	Ga0081607	108213	Ga0081607	107940	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	conserved protein of DIM6/NTAB family
Ga0081607_108213	Ga0081607_107940	0.02838	positive	Ga0081607	107940	Ga0081607	108213	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	conserved protein of DIM6/NTAB family	hypothetical protein
Ga0081607_10701	Ga0081607_12485	0.02834	positive	Ga0081607	12485	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_107611	Ga0081607_10881	0.0283	positive	Ga0081607	10881	Ga0081607	107611	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	pilus assembly protein Flp/PilA
Ga0081607_10881	Ga0081607_107611	0.0283	positive	Ga0081607	107611	Ga0081607	10881	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	pilus assembly protein Flp/PilA	hypothetical protein
Ga0081607_114272	Ga0081607_107940	0.02829	positive	Ga0081607	107940	Ga0081607	114272	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_107940	Ga0081607_114272	0.02829	positive	Ga0081607	114272	Ga0081607	107940	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081629_122127	Ga0081607_10305	-0.02823	negative	Ga0081607	10305	Ga0081629	122127	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L35P	6-phospho-3-hexuloisomerase
Ga0081607_115213	Ga0081607_104311	0.0282	positive	Ga0081607	104311	Ga0081607	115213	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellin	hypothetical protein
Ga0081607_104311	Ga0081607_115213	0.0282	positive	Ga0081607	115213	Ga0081607	104311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellin
Ga0081607_11566	Ga0081607_107610	0.02815	positive	Ga0081607	107610	Ga0081607	11566	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ribulose-5-phosphate 3-epimerase	hypothetical protein
Ga0081607_107610	Ga0081607_11566	0.02815	positive	Ga0081607	11566	Ga0081607	107610	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	ribulose-5-phosphate 3-epimerase
Ga0081607_116221	Ga0081607_104311	0.02814	positive	Ga0081607	104311	Ga0081607	116221	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	type IV pilus assembly protein PilA	hypothetical protein
Ga0081607_104311	Ga0081607_116221	0.02814	positive	Ga0081607	116221	Ga0081607	104311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	type IV pilus assembly protein PilA
Ga0081607_114311	Ga0081607_10311	0.02811	positive	Ga0081607	10311	Ga0081607	114311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	RNA-binding protein Hfq	hypothetical protein
Ga0081607_10311	Ga0081607_114311	0.02811	positive	Ga0081607	114311	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	RNA-binding protein Hfq
Ga0081629_12128	Ga0081629_11162	0.02804	positive	Ga0081629	11162	Ga0081629	12128	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	outer membrane protein
Ga0081629_11162	Ga0081629_12128	0.02804	positive	Ga0081629	12128	Ga0081629	11162	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	outer membrane protein	hypothetical protein
Ga0081629_12128	Ga0081629_114116	0.02802	positive	Ga0081629	114116	Ga0081629	12128	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	nitric oxide reductase, NorC subunit apoprotein
Ga0081629_114116	Ga0081629_12128	0.02802	positive	Ga0081629	12128	Ga0081629	114116	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	nitric oxide reductase, NorC subunit apoprotein	hypothetical protein
Ga0081607_107940	Ga0081607_107612	-0.02801	negative	Ga0081607	107612	Ga0081607	107940	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_107612	Ga0081607_107940	-0.02801	negative	Ga0081607	107940	Ga0081607	107612	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_125530	Ga0081607_111115	0.02799	positive	Ga0081607	111115	Ga0081607	125530	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	transcriptional regulator, TraR/DksA family
Ga0081607_111115	Ga0081607_125530	0.02799	positive	Ga0081607	125530	Ga0081607	111115	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	transcriptional regulator, TraR/DksA family	hypothetical protein
Ga0081629_11451	Ga0081607_10524	0.02796	positive	Ga0081607	10524	Ga0081629	11451	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	putative DNA-binding protein	hypothetical protein
Ga0081607_125326	Ga0081607_11637	0.02796	positive	Ga0081607	11637	Ga0081607	125326	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10524	Ga0081629_11451	0.02796	positive	Ga0081629	11451	Ga0081607	10524	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	putative DNA-binding protein
Ga0081607_11637	Ga0081607_125326	0.02796	positive	Ga0081607	125326	Ga0081607	11637	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_119210	Ga0081607_117613	-0.02793	negative	Ga0081607	117613	Ga0081607	119210	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	3-hydroxyacyl-(acyl-carrier-protein) dehydratase	hypothetical protein
Ga0081607_117613	Ga0081607_119210	-0.02793	negative	Ga0081607	119210	Ga0081607	117613	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	3-hydroxyacyl-(acyl-carrier-protein) dehydratase
Ga0081607_11529	Ga0081607_125323	0.02787	positive	Ga0081607	125323	Ga0081607	11529	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	protein FliT	hypothetical protein
Ga0081607_125323	Ga0081607_11529	0.02787	positive	Ga0081607	11529	Ga0081607	125323	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	protein FliT
Ga0081607_111615	Ga0081607_121224	0.02782	positive	Ga0081607	121224	Ga0081607	111615	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	MoxR-like ATPase	hypothetical protein
Ga0081629_109314	Ga0081607_10701	0.02782	positive	Ga0081607	10701	Ga0081629	109314	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	prepilin-type N-terminal cleavage/methylation domain-containing protein	hypothetical protein
Ga0081607_10701	Ga0081629_109314	0.02782	positive	Ga0081629	109314	Ga0081607	10701	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	prepilin-type N-terminal cleavage/methylation domain-containing protein
Ga0081607_121224	Ga0081607_111615	0.02782	positive	Ga0081607	111615	Ga0081607	121224	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	MoxR-like ATPase
Ga0081607_11368	Ga0081607_110243	0.0278	positive	Ga0081607	110243	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_110243	Ga0081607_11368	0.0278	positive	Ga0081607	11368	Ga0081607	110243	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_122018	Ga0081607_123112	0.02778	positive	Ga0081607	123112	Ga0081607	122018	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	anti-sigma-28 factor, FlgM family	hypothetical protein
Ga0081607_123112	Ga0081607_122018	0.02778	positive	Ga0081607	122018	Ga0081607	123112	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	anti-sigma-28 factor, FlgM family
Ga0081629_12085	Ga0081629_122127	0.02774	positive	Ga0081629	122127	Ga0081629	12085	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	LSU ribosomal protein L35P
Ga0081629_122127	Ga0081629_12085	0.02774	positive	Ga0081629	12085	Ga0081629	122127	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	LSU ribosomal protein L35P	hypothetical protein
Ga0081607_12324	Ga0081607_10311	-0.02772	negative	Ga0081607	10311	Ga0081607	12324	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	RNAse T	hypothetical protein
Ga0081607_10311	Ga0081607_12324	-0.02772	negative	Ga0081607	12324	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	RNAse T
Ga0081607_113411	Ga0081607_10311	0.0277	positive	Ga0081607	10311	Ga0081607	113411	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	predicted hydrolase or acyltransferase of alpha/beta superfamily	hypothetical protein
Ga0081607_10311	Ga0081607_113411	0.0277	positive	Ga0081607	113411	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	predicted hydrolase or acyltransferase of alpha/beta superfamily
Ga0081607_123111	Ga0081607_10239	0.02756	positive	Ga0081607	10239	Ga0081607	123111	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10239	Ga0081607_123111	0.02756	positive	Ga0081607	123111	Ga0081607	10239	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11288	Ga0081607_12205	0.02754	positive	Ga0081607	12205	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_12205	Ga0081607_11288	0.02754	positive	Ga0081607	11288	Ga0081607	12205	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_108453	Ga0081607_120720	0.02748	positive	Ga0081607	120720	Ga0081607	108453	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP synthase F1 subcomplex beta subunit	hypothetical protein
Ga0081607_120720	Ga0081607_108453	0.02748	positive	Ga0081607	108453	Ga0081607	120720	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	ATP synthase F1 subcomplex beta subunit
Ga0081607_113410	Ga0081607_125326	0.02745	positive	Ga0081607	125326	Ga0081607	113410	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_125326	Ga0081607_113410	0.02745	positive	Ga0081607	113410	Ga0081607	125326	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_122011	Ga0081607_11332	0.02736	positive	Ga0081607	11332	Ga0081607	122011	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgG	hypothetical protein
Ga0081607_11332	Ga0081607_122011	0.02736	positive	Ga0081607	122011	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar basal-body rod protein FlgG
Ga0081607_122013	Ga0081607_11332	0.02736	positive	Ga0081607	11332	Ga0081607	122013	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar hook protein FlgE	hypothetical protein
Ga0081607_11332	Ga0081607_122013	0.02736	positive	Ga0081607	122013	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar hook protein FlgE
Ga0081607_10701	Ga0081607_111615	0.02734	positive	Ga0081607	111615	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	MoxR-like ATPase
Ga0081607_111615	Ga0081607_10701	0.02734	positive	Ga0081607	10701	Ga0081607	111615	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	MoxR-like ATPase	hypothetical protein
Ga0081629_10632	Ga0081629_12073	0.02733	positive	Ga0081629	12073	Ga0081629	10632	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	cold-shock DNA-binding protein family
Ga0081629_12073	Ga0081629_10632	0.02733	positive	Ga0081629	10632	Ga0081629	12073	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	cold-shock DNA-binding protein family	hypothetical protein
Ga0081607_10701	Ga0081607_11236	0.0273	positive	Ga0081607	11236	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	ribosomal subunit interface protein
Ga0081629_122127	Ga0081607_108269	-0.0273	negative	Ga0081607	108269	Ga0081629	122127	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L35P	protein of unknown function (DUF477)
Ga0081607_11236	Ga0081607_10701	0.0273	positive	Ga0081607	10701	Ga0081607	11236	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ribosomal subunit interface protein	hypothetical protein
Ga0081607_10701	Ga0081607_10881	0.02728	positive	Ga0081607	10881	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	pilus assembly protein Flp/PilA
Ga0081607_10881	Ga0081607_10701	0.02728	positive	Ga0081607	10701	Ga0081607	10881	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	pilus assembly protein Flp/PilA	hypothetical protein
Ga0081607_123112	Ga0081607_11349	0.02722	positive	Ga0081607	11349	Ga0081607	123112	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Methyltransferase domain-containing protein
Ga0081607_11349	Ga0081607_123112	0.02722	positive	Ga0081607	123112	Ga0081607	11349	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Methyltransferase domain-containing protein	hypothetical protein
Ga0081607_107940	Ga0081607_113621	0.02721	positive	Ga0081607	113621	Ga0081607	107940	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar hook-length control protein
Ga0081607_107612	Ga0081607_123012	0.02721	positive	Ga0081607	123012	Ga0081607	107612	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	PAS domain S-box-containing protein
Ga0081607_113621	Ga0081607_107940	0.02721	positive	Ga0081607	107940	Ga0081607	113621	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar hook-length control protein	hypothetical protein
Ga0081607_123012	Ga0081607_107612	0.02721	positive	Ga0081607	107612	Ga0081607	123012	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	PAS domain S-box-containing protein	hypothetical protein
Ga0081607_116318	Ga0081607_116319	0.0272	positive	Ga0081607	116319	Ga0081607	116318	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	prepilin-type N-terminal cleavage/methylation domain-containing protein	hypothetical protein
Ga0081607_116319	Ga0081607_116318	0.0272	positive	Ga0081607	116318	Ga0081607	116319	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	prepilin-type N-terminal cleavage/methylation domain-containing protein
Ga0081607_11136	Ga0081607_11303	0.02718	positive	Ga0081607	11303	Ga0081607	11136	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L27P	hypothetical protein
Ga0081607_11303	Ga0081607_11136	0.02718	positive	Ga0081607	11136	Ga0081607	11303	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	LSU ribosomal protein L27P
Ga0081607_11332	Ga0081629_10632	0.02705	positive	Ga0081629	10632	Ga0081607	11332	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	hypothetical protein
Ga0081629_10632	Ga0081607_11332	0.02705	positive	Ga0081607	11332	Ga0081629	10632	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081629_122127	Ga0081607_12208	0.02704	positive	Ga0081607	12208	Ga0081629	122127	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L35P	flagellar protein FlgJ
Ga0081607_12208	Ga0081629_122127	0.02704	positive	Ga0081629	122127	Ga0081607	12208	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	flagellar protein FlgJ	LSU ribosomal protein L35P
Ga0081607_10822	Ga0081607_10239	0.02699	positive	Ga0081607	10239	Ga0081607	10822	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Recombination protein MgsA	hypothetical protein
Ga0081607_10239	Ga0081607_10822	0.02699	positive	Ga0081607	10822	Ga0081607	10239	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Recombination protein MgsA
Ga0081607_11637	Ga0081607_117812	0.0269	positive	Ga0081607	117812	Ga0081607	11637	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Smg protein
Ga0081607_117812	Ga0081607_11637	0.0269	positive	Ga0081607	11637	Ga0081607	117812	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Smg protein	hypothetical protein
Ga0081607_120726	Ga0081607_122018	0.02688	positive	Ga0081607	122018	Ga0081607	120726	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	anti-sigma-28 factor, FlgM family
Ga0081607_122018	Ga0081607_120726	0.02688	positive	Ga0081607	120726	Ga0081607	122018	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	anti-sigma-28 factor, FlgM family	hypothetical protein
Ga0081607_10651	Ga0081629_12085	0.02676	positive	Ga0081629	12085	Ga0081607	10651	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	hypothetical protein
Ga0081629_12085	Ga0081607_10651	0.02676	positive	Ga0081607	10651	Ga0081629	12085	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_112315	Ga0081607_12161	-0.02674	negative	Ga0081607	12161	Ga0081607	112315	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	CTP synthase	hypothetical protein
Ga0081607_12161	Ga0081607_112315	-0.02674	negative	Ga0081607	112315	Ga0081607	12161	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	CTP synthase
Ga0081607_11637	Ga0081607_10881	0.0267	positive	Ga0081607	10881	Ga0081607	11637	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	pilus assembly protein Flp/PilA
Ga0081607_10881	Ga0081607_11637	0.0267	positive	Ga0081607	11637	Ga0081607	10881	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	pilus assembly protein Flp/PilA	hypothetical protein
Ga0081607_112022	Ga0081607_107612	0.02668	positive	Ga0081607	107612	Ga0081607	112022	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	two-component system, chemotaxis family, response regulator CheY	hypothetical protein
Ga0081607_107612	Ga0081607_112022	0.02668	positive	Ga0081607	112022	Ga0081607	107612	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	two-component system, chemotaxis family, response regulator CheY
Ga0081607_116221	Ga0081607_115213	0.02667	positive	Ga0081607	115213	Ga0081607	116221	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	type IV pilus assembly protein PilA	flagellin
Ga0081607_115213	Ga0081607_116221	0.02667	positive	Ga0081607	116221	Ga0081607	115213	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellin	type IV pilus assembly protein PilA
Ga0081607_10303	Ga0081607_116937	0.02664	positive	Ga0081607	116937	Ga0081607	10303	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	L-glutamine synthetase
Ga0081607_116937	Ga0081607_10303	0.02664	positive	Ga0081607	10303	Ga0081607	116937	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	L-glutamine synthetase	hypothetical protein
Ga0081607_10701	Ga0081607_11868	0.02655	positive	Ga0081607	11868	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hydroxylamine reductase precursor
