source_locus_tag	target_locus_tag	weight	association	target_organism	target_gene	source_organism	source_gene	cross_species	source_organism_name	target_organism_name	source_gene_product	target_gene_product
Ga0081607_116325	Ga0081607_116932	0.02666	positive	Ga0081607	116932	Ga0081607	116325	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	chaperonin GroES	ammonium transporter (TC 1.A.11)
Ga0081607_108422	Ga0081607_121110	0.02664	positive	Ga0081607	121110	Ga0081607	108422	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	competence protein ComEA	transposase, IS5 family
Ga0081607_121110	Ga0081607_108422	0.02664	positive	Ga0081607	108422	Ga0081607	121110	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	transposase, IS5 family	competence protein ComEA
Ga0081607_10303	Ga0081607_116937	0.02664	positive	Ga0081607	116937	Ga0081607	10303	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	L-glutamine synthetase
Ga0081607_116937	Ga0081607_10303	0.02664	positive	Ga0081607	10303	Ga0081607	116937	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	L-glutamine synthetase	hypothetical protein
Ga0081607_113613	Ga0081607_122010	0.02663	positive	Ga0081607	122010	Ga0081607	113613	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	PAS/PAC sensor signal transduction histidine kinase	flagellar L-ring protein precursor FlgH
Ga0081607_122010	Ga0081607_113613	0.02663	positive	Ga0081607	113613	Ga0081607	122010	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar L-ring protein precursor FlgH	PAS/PAC sensor signal transduction histidine kinase
Ga0081607_112315	Ga0081607_108422	0.0266	positive	Ga0081607	108422	Ga0081607	112315	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	CTP synthase	competence protein ComEA
Ga0081607_108422	Ga0081607_112315	0.0266	positive	Ga0081607	112315	Ga0081607	108422	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	competence protein ComEA	CTP synthase
Ga0081607_11284	Ga0081607_113818	0.02659	positive	Ga0081607	113818	Ga0081607	11284	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	iron-sulfur cluster insertion protein	thioredoxin
Ga0081607_113818	Ga0081607_11284	0.02659	positive	Ga0081607	11284	Ga0081607	113818	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	thioredoxin	iron-sulfur cluster insertion protein
Ga0081607_10701	Ga0081607_11868	0.02655	positive	Ga0081607	11868	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hydroxylamine reductase precursor
Ga0081629_10266	Ga0081629_10206	0.02654	positive	Ga0081629	10206	Ga0081629	10266	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	type IV pilus assembly protein PilA	RNA-binding protein Hfq
Ga0081629_10206	Ga0081629_10266	0.02654	positive	Ga0081629	10266	Ga0081629	10206	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	RNA-binding protein Hfq	type IV pilus assembly protein PilA
Ga0081607_117723	Ga0081607_111728	0.02652	positive	Ga0081607	111728	Ga0081607	117723	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	mxaD protein
Ga0081607_111728	Ga0081607_117723	0.02652	positive	Ga0081607	117723	Ga0081607	111728	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	mxaD protein	hypothetical protein
Ga0081607_125530	Ga0081607_113519	0.02651	positive	Ga0081607	113519	Ga0081607	125530	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_113519	Ga0081607_125530	0.02651	positive	Ga0081607	125530	Ga0081607	113519	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_108216	Ga0081607_110243	0.02647	positive	Ga0081607	110243	Ga0081607	108216	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	DNA mismatch repair protein MutL	hypothetical protein
Ga0081607_110243	Ga0081607_108216	0.02647	positive	Ga0081607	108216	Ga0081607	110243	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	DNA mismatch repair protein MutL
Ga0081629_122127	Ga0081607_123112	-0.02646	negative	Ga0081607	123112	Ga0081629	122127	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L35P	hypothetical protein
Ga0081629_10915	Ga0081629_10478	0.02646	positive	Ga0081629	10478	Ga0081629	10915	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	DNA-binding protein HU-beta	putative sigma-54 modulation protein
Ga0081607_120713	Ga0081607_120714	0.02646	positive	Ga0081607	120714	Ga0081607	120713	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar biosynthesis protein FlhF	flagellar biosynthesis protein FlhG
Ga0081607_120714	Ga0081607_120713	0.02646	positive	Ga0081607	120713	Ga0081607	120714	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar biosynthesis protein FlhG	flagellar biosynthesis protein FlhF
Ga0081629_10478	Ga0081629_10915	0.02646	positive	Ga0081629	10915	Ga0081629	10478	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	putative sigma-54 modulation protein	DNA-binding protein HU-beta
Ga0081629_12205	Ga0081629_116111	0.02645	positive	Ga0081629	116111	Ga0081629	12205	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	cytochrome c
Ga0081629_116111	Ga0081629_12205	0.02645	positive	Ga0081629	12205	Ga0081629	116111	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	cytochrome c	hypothetical protein
Ga0081607_111115	Ga0081607_10301	0.02645	positive	Ga0081607	10301	Ga0081607	111115	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	transcriptional regulator, TraR/DksA family	transaldolase
Ga0081607_10823	Ga0081607_108216	0.02645	positive	Ga0081607	108216	Ga0081607	10823	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	outer membrane lipoprotein carrier protein	DNA mismatch repair protein MutL
Ga0081607_10301	Ga0081607_111115	0.02645	positive	Ga0081607	111115	Ga0081607	10301	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	transaldolase	transcriptional regulator, TraR/DksA family
Ga0081607_108216	Ga0081607_10823	0.02645	positive	Ga0081607	10823	Ga0081607	108216	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	DNA mismatch repair protein MutL	outer membrane lipoprotein carrier protein
Ga0081607_11332	Ga0081607_12209	0.02644	positive	Ga0081607	12209	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar P-ring protein precursor FlgI
Ga0081607_12209	Ga0081607_11332	0.02644	positive	Ga0081607	11332	Ga0081607	12209	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar P-ring protein precursor FlgI	hypothetical protein
Ga0081607_12208	Ga0081607_111615	0.02644	positive	Ga0081607	111615	Ga0081607	12208	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar protein FlgJ	MoxR-like ATPase
Ga0081607_111615	Ga0081607_12208	0.02644	positive	Ga0081607	12208	Ga0081607	111615	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	MoxR-like ATPase	flagellar protein FlgJ
Ga0081607_120713	Ga0081607_116826	0.0264	positive	Ga0081607	116826	Ga0081607	120713	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar biosynthesis protein FlhF	diguanylate cyclase (GGDEF) domain-containing protein
Ga0081607_116826	Ga0081607_120713	0.0264	positive	Ga0081607	120713	Ga0081607	116826	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	diguanylate cyclase (GGDEF) domain-containing protein	flagellar biosynthesis protein FlhF
Ga0081607_110243	Ga0081607_10651	0.0264	positive	Ga0081607	10651	Ga0081607	110243	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10651	Ga0081607_110243	0.0264	positive	Ga0081607	110243	Ga0081607	10651	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_115213	Ga0081607_11521	0.02635	positive	Ga0081607	11521	Ga0081607	115213	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellin	hypothetical protein
Ga0081607_11521	Ga0081607_115213	0.02635	positive	Ga0081607	115213	Ga0081607	11521	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellin
Ga0081607_11876	Ga0081607_11905	0.02634	positive	Ga0081607	11905	Ga0081607	11876	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	heat shock protein Hsp20	Heat shock protein
Ga0081607_11905	Ga0081607_11876	0.02634	positive	Ga0081607	11876	Ga0081607	11905	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Heat shock protein	heat shock protein Hsp20
Ga0081629_10632	Ga0081629_10266	0.02632	positive	Ga0081629	10266	Ga0081629	10632	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	type IV pilus assembly protein PilA
Ga0081607_122011	Ga0081607_122012	0.02632	positive	Ga0081607	122012	Ga0081607	122011	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgG	flagellar basal-body rod protein FlgF
Ga0081629_10266	Ga0081629_10632	0.02632	positive	Ga0081629	10632	Ga0081629	10266	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	type IV pilus assembly protein PilA	hypothetical protein
Ga0081607_122012	Ga0081607_122011	0.02632	positive	Ga0081607	122011	Ga0081607	122012	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgF	flagellar basal-body rod protein FlgG
Ga0081607_112315	Ga0081607_12327	0.02631	positive	Ga0081607	12327	Ga0081607	112315	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	CTP synthase	putative regulatory protein, FmdB family
Ga0081607_12327	Ga0081607_112315	0.02631	positive	Ga0081607	112315	Ga0081607	12327	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	putative regulatory protein, FmdB family	CTP synthase
Ga0081607_11331	Ga0081607_122015	0.02628	positive	Ga0081607	122015	Ga0081607	11331	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar basal-body rod protein FlgC
Ga0081607_122015	Ga0081607_11331	0.02628	positive	Ga0081607	11331	Ga0081607	122015	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgC	hypothetical protein
Ga0081607_11332	Ga0081607_107612	0.02628	positive	Ga0081607	107612	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_107612	Ga0081607_11332	0.02628	positive	Ga0081607	11332	Ga0081607	107612	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_109111	Ga0081607_121224	0.02627	positive	Ga0081607	121224	Ga0081607	109111	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	bacterial nucleoid protein HU beta subunit	hypothetical protein
Ga0081607_121224	Ga0081607_109111	0.02627	positive	Ga0081607	109111	Ga0081607	121224	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	bacterial nucleoid protein HU beta subunit
Ga0081607_112313	Ga0081607_112314	0.02626	positive	Ga0081607	112314	Ga0081607	112313	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	phosphopyruvate hydratase	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)
Ga0081629_10206	Ga0081629_10632	0.02626	positive	Ga0081629	10632	Ga0081629	10206	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	RNA-binding protein Hfq	hypothetical protein
Ga0081607_112314	Ga0081607_112313	0.02626	positive	Ga0081607	112313	Ga0081607	112314	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	phosphopyruvate hydratase
Ga0081629_10632	Ga0081629_10206	0.02626	positive	Ga0081629	10206	Ga0081629	10632	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	RNA-binding protein Hfq
Ga0081607_116319	Ga0081607_10311	0.02619	positive	Ga0081607	10311	Ga0081607	116319	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10311	Ga0081607_116319	0.02619	positive	Ga0081607	116319	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10822	Ga0081607_121110	0.02616	positive	Ga0081607	121110	Ga0081607	10822	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Recombination protein MgsA	transposase, IS5 family
Ga0081607_121110	Ga0081607_10822	0.02616	positive	Ga0081607	10822	Ga0081607	121110	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	transposase, IS5 family	Recombination protein MgsA
Ga0081607_110245	Ga0081607_11288	0.02614	positive	Ga0081607	11288	Ga0081607	110245	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	NlpE N-terminal domain-containing protein	hypothetical protein
Ga0081607_11288	Ga0081607_110245	0.02614	positive	Ga0081607	110245	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	NlpE N-terminal domain-containing protein
Ga0081607_10701	Ga0081607_11095	0.02612	positive	Ga0081607	11095	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_12606	Ga0081607_108452	0.0261	positive	Ga0081607	108452	Ga0081607	12606	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Na+-transporting NADH:ubiquinone oxidoreductase subunit D	ATP synthase F1 subcomplex epsilon subunit
Ga0081607_108452	Ga0081607_12606	0.0261	positive	Ga0081607	12606	Ga0081607	108452	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP synthase F1 subcomplex epsilon subunit	Na+-transporting NADH:ubiquinone oxidoreductase subunit D
Ga0081607_113625	Ga0081607_117653	0.02601	positive	Ga0081607	117653	Ga0081607	113625	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Predicted membrane protein (DUF2232)	bacterial translation initiation factor 1 (bIF-1)
Ga0081607_117653	Ga0081607_113625	0.02601	positive	Ga0081607	113625	Ga0081607	117653	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	bacterial translation initiation factor 1 (bIF-1)	Predicted membrane protein (DUF2232)
Ga0081607_11136	Ga0081629_114116	0.026	positive	Ga0081629	114116	Ga0081607	11136	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	LSU ribosomal protein L27P	nitric oxide reductase, NorC subunit apoprotein
Ga0081629_114116	Ga0081607_11136	0.026	positive	Ga0081607	11136	Ga0081629	114116	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	nitric oxide reductase, NorC subunit apoprotein	LSU ribosomal protein L27P
Ga0081607_108261	Ga0081607_119210	0.02598	positive	Ga0081607	119210	Ga0081607	108261	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	3-oxoacyl-(acyl-carrier-protein) synthase II	3-hydroxyacyl-(acyl-carrier-protein) dehydratase
Ga0081607_119210	Ga0081607_108261	0.02598	positive	Ga0081607	108261	Ga0081607	119210	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	3-hydroxyacyl-(acyl-carrier-protein) dehydratase	3-oxoacyl-(acyl-carrier-protein) synthase II
Ga0081607_10239	Ga0081607_107940	-0.02595	negative	Ga0081607	107940	Ga0081607	10239	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_107940	Ga0081607_10239	-0.02595	negative	Ga0081607	10239	Ga0081607	107940	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_107718	Ga0081607_10822	0.02592	positive	Ga0081607	10822	Ga0081607	107718	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Recombination protein MgsA
Ga0081607_10822	Ga0081607_107718	0.02592	positive	Ga0081607	107718	Ga0081607	10822	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Recombination protein MgsA	hypothetical protein
Ga0081607_11288	Ga0081607_11349	-0.0259	negative	Ga0081607	11349	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Methyltransferase domain-containing protein
Ga0081607_10524	Ga0081607_108041	0.0259	positive	Ga0081607	108041	Ga0081607	10524	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Ykud domain-containing protein
Ga0081607_108041	Ga0081607_10524	0.0259	positive	Ga0081607	10524	Ga0081607	108041	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Ykud domain-containing protein	hypothetical protein
Ga0081607_11349	Ga0081607_11288	-0.0259	negative	Ga0081607	11288	Ga0081607	11349	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Methyltransferase domain-containing protein	hypothetical protein
Ga0081607_11876	Ga0081607_108452	0.02589	positive	Ga0081607	108452	Ga0081607	11876	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	heat shock protein Hsp20	ATP synthase F1 subcomplex epsilon subunit
Ga0081607_108452	Ga0081607_11876	0.02589	positive	Ga0081607	11876	Ga0081607	108452	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP synthase F1 subcomplex epsilon subunit	heat shock protein Hsp20
Ga0081607_11368	Ga0081607_11358	0.02587	positive	Ga0081607	11358	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	pyruvate kinase
Ga0081607_10305	Ga0081607_116937	0.02586	positive	Ga0081607	116937	Ga0081607	10305	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	6-phospho-3-hexuloisomerase	L-glutamine synthetase
Ga0081607_108470	Ga0081607_107914	0.02586	positive	Ga0081607	107914	Ga0081607	108470	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hemoglobin	SSU ribosomal protein S15P
Ga0081607_116937	Ga0081607_10305	0.02586	positive	Ga0081607	10305	Ga0081607	116937	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	L-glutamine synthetase	6-phospho-3-hexuloisomerase
Ga0081607_107914	Ga0081607_108470	0.02586	positive	Ga0081607	108470	Ga0081607	107914	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S15P	hemoglobin
Ga0081607_122010	Ga0081607_108452	0.02582	positive	Ga0081607	108452	Ga0081607	122010	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar L-ring protein precursor FlgH	ATP synthase F1 subcomplex epsilon subunit
Ga0081607_108452	Ga0081607_122010	0.02582	positive	Ga0081607	122010	Ga0081607	108452	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP synthase F1 subcomplex epsilon subunit	flagellar L-ring protein precursor FlgH
Ga0081629_10915	Ga0081629_10591	0.02581	positive	Ga0081629	10591	Ga0081629	10915	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	DNA-binding protein HU-beta	3-hexulose-6-phosphate synthase
Ga0081607_108023	Ga0081607_10311	0.02581	positive	Ga0081607	10311	Ga0081607	108023	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	MraZ protein	hypothetical protein
Ga0081629_10591	Ga0081629_10915	0.02581	positive	Ga0081629	10915	Ga0081629	10591	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	3-hexulose-6-phosphate synthase	DNA-binding protein HU-beta
Ga0081607_111211	Ga0081607_108422	0.02581	positive	Ga0081607	108422	Ga0081607	111211	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	competence protein ComEA
Ga0081607_10311	Ga0081607_108023	0.02581	positive	Ga0081607	108023	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	MraZ protein
Ga0081607_120714	Ga0081607_112115	0.02581	positive	Ga0081607	112115	Ga0081607	120714	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar biosynthesis protein FlhG	peroxiredoxin (alkyl hydroperoxide reductase subunit C)
Ga0081607_112115	Ga0081607_120714	0.02581	positive	Ga0081607	120714	Ga0081607	112115	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	peroxiredoxin (alkyl hydroperoxide reductase subunit C)	flagellar biosynthesis protein FlhG
Ga0081607_108422	Ga0081607_111211	0.02581	positive	Ga0081607	111211	Ga0081607	108422	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	competence protein ComEA	hypothetical protein
Ga0081607_12208	Ga0081607_117653	0.02579	positive	Ga0081607	117653	Ga0081607	12208	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar protein FlgJ	bacterial translation initiation factor 1 (bIF-1)
Ga0081607_117653	Ga0081607_12208	0.02579	positive	Ga0081607	12208	Ga0081607	117653	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	bacterial translation initiation factor 1 (bIF-1)	flagellar protein FlgJ
Ga0081607_108454	Ga0081607_108457	0.02577	positive	Ga0081607	108457	Ga0081607	108454	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP synthase F1 subcomplex gamma subunit	F-type H+-transporting ATPase subunit b
Ga0081607_120713	Ga0081607_11331	0.02577	positive	Ga0081607	11331	Ga0081607	120713	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar biosynthesis protein FlhF	hypothetical protein
Ga0081607_11331	Ga0081607_120713	0.02577	positive	Ga0081607	120713	Ga0081607	11331	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar biosynthesis protein FlhF
Ga0081607_108457	Ga0081607_108454	0.02577	positive	Ga0081607	108454	Ga0081607	108457	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	F-type H+-transporting ATPase subunit b	ATP synthase F1 subcomplex gamma subunit
Ga0081607_108453	Ga0081607_11909	0.02574	positive	Ga0081607	11909	Ga0081607	108453	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP synthase F1 subcomplex beta subunit	SSU ribosomal protein S1P
Ga0081607_11909	Ga0081607_108453	0.02574	positive	Ga0081607	108453	Ga0081607	11909	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S1P	ATP synthase F1 subcomplex beta subunit
Ga0081629_10401	Ga0081629_105315	0.02572	positive	Ga0081629	105315	Ga0081629	10401	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	flagellin	hypothetical protein
Ga0081607_117613	Ga0081607_12208	0.02572	positive	Ga0081607	12208	Ga0081607	117613	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar protein FlgJ
Ga0081629_105315	Ga0081629_10401	0.02572	positive	Ga0081629	10401	Ga0081629	105315	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	flagellin
Ga0081607_12208	Ga0081607_117613	0.02572	positive	Ga0081607	117613	Ga0081607	12208	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar protein FlgJ	hypothetical protein
Ga0081607_117653	Ga0081607_108457	0.02571	positive	Ga0081607	108457	Ga0081607	117653	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	bacterial translation initiation factor 1 (bIF-1)	F-type H+-transporting ATPase subunit b
Ga0081607_108457	Ga0081607_117653	0.02571	positive	Ga0081607	117653	Ga0081607	108457	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	F-type H+-transporting ATPase subunit b	bacterial translation initiation factor 1 (bIF-1)
Ga0081607_10136	Ga0081607_11303	0.0257	positive	Ga0081607	11303	Ga0081607	10136	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L25P	hypothetical protein
Ga0081607_12605	Ga0081607_109110	0.0257	positive	Ga0081607	109110	Ga0081607	12605	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Na+-transporting NADH:ubiquinone oxidoreductase subunit C	ATP-dependent proteinase
Ga0081607_11331	Ga0081607_122013	0.0257	positive	Ga0081607	122013	Ga0081607	11331	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar hook protein FlgE
Ga0081607_109110	Ga0081607_12605	0.0257	positive	Ga0081607	12605	Ga0081607	109110	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP-dependent proteinase	Na+-transporting NADH:ubiquinone oxidoreductase subunit C
Ga0081607_122013	Ga0081607_11331	0.0257	positive	Ga0081607	11331	Ga0081607	122013	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar hook protein FlgE	hypothetical protein
Ga0081607_11303	Ga0081607_10136	0.0257	positive	Ga0081607	10136	Ga0081607	11303	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	LSU ribosomal protein L25P
Ga0081607_122018	Ga0081607_11846	0.02569	positive	Ga0081607	11846	Ga0081607	122018	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	anti-sigma-28 factor, FlgM family	microcystin-dependent protein
Ga0081607_11846	Ga0081607_122018	0.02569	positive	Ga0081607	122018	Ga0081607	11846	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	microcystin-dependent protein	anti-sigma-28 factor, FlgM family
Ga0081607_122018	Ga0081607_11521	0.02564	positive	Ga0081607	11521	Ga0081607	122018	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	anti-sigma-28 factor, FlgM family	hypothetical protein
Ga0081607_11521	Ga0081607_122018	0.02564	positive	Ga0081607	122018	Ga0081607	11521	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	anti-sigma-28 factor, FlgM family
Ga0081607_11331	Ga0081607_122010	0.02562	positive	Ga0081607	122010	Ga0081607	11331	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar L-ring protein precursor FlgH
Ga0081607_122010	Ga0081607_11331	0.02562	positive	Ga0081607	11331	Ga0081607	122010	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar L-ring protein precursor FlgH	hypothetical protein
Ga0081629_122127	Ga0081607_112022	-0.02561	negative	Ga0081607	112022	Ga0081629	122127	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L35P	two-component system, chemotaxis family, response regulator CheY
Ga0081607_11332	Ga0081607_12606	0.02561	positive	Ga0081607	12606	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Na+-transporting NADH:ubiquinone oxidoreductase subunit D
Ga0081607_12606	Ga0081607_11332	0.02561	positive	Ga0081607	11332	Ga0081607	12606	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Na+-transporting NADH:ubiquinone oxidoreductase subunit D	hypothetical protein
Ga0081607_107611	Ga0081607_123456	0.0256	positive	Ga0081607	123456	Ga0081607	107611	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	SSU ribosomal protein S2P
